international_plan,voice_mail_plan,number_vmail_messages,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,total_net_minutes,total_net_calls,total_net_charge
0,0,0,10.4,6.0,2.81,3.5,0,617.4,302.0,64.12
0,1,40,12.2,2.0,3.29,1.0,0,612.3,282.0,58.06999999999999
0,0,0,14.7,7.0,3.97,3.5,0,609.3,261.0,60.879999999999995
0,0,0,9.8,5.0,2.65,2.0,0,502.3,278.0,42.370000000000005
0,0,0,11.5,5.0,3.11,0.0,0,588.0999999999999,325.0,61.16
0,0,0,10.9,4.0,2.94,2.0,0,516.9,306.0,52.51
0,1,11,10.1,4.0,2.73,2.0,0,585.9,261.0,55.9
0,1,32,9.4,2.0,2.54,1.0,0,416.70000000000005,300.0,36.65
0,0,0,8.3,5.0,2.24,3.0,0,547.8,261.0,54.41
0,1,38,10.5,2.0,2.84,0.0,0,501.9,263.0,41.68
1,0,0,7.7,6.0,2.08,1.0,0,586.7,281.0,56.33
0,0,0,8.3,2.0,2.24,3.0,0,509.0,364.0,48.03
0,0,0,5.6,4.0,1.51,3.0,0,598.4,327.0,62.19
0,0,0,10.2,6.0,2.75,1.0,1,508.8,325.0,49.150000000000006
0,1,40,8.5,7.0,2.3,0.0,0,651.3,244.0,57.76
0,1,22,9.3,1.0,2.51,0.0,0,522.9000000000001,299.0,54.1
0,0,0,9.9,3.0,2.67,1.0,0,553.0,275.0,50.099999999999994
0,0,0,9.1,7.0,2.46,1.0,0,666.0999999999999,307.0,63.209999999999994
0,1,34,13.2,7.0,3.56,1.0,0,741.7,270.0,77.78
1,0,0,10.3,7.0,2.78,3.0,0,694.5,294.0,61.75
0,0,0,11.3,4.0,3.05,1.0,0,568.0,342.0,58.53
0,0,0,10.2,6.0,2.75,2.0,0,642.2,237.0,65.05
0,1,30,12.9,3.0,3.48,2.0,0,637.2,306.0,63.41
0,1,39,12.3,2.0,3.32,0.0,0,683.3,340.0,56.42
0,1,17,12.0,4.0,3.24,1.0,0,759.8,258.0,74.32
0,0,0,5.4,3.0,1.46,0.0,0,475.29999999999995,277.0,48.28
0,0,0,6.7,2.0,1.81,0.0,0,544.3000000000001,346.0,54.45
0,0,0,10.5,6.0,2.84,3.5,1,532.3,280.0,53.379999999999995
0,0,0,9.8,10.0,2.65,2.0,0,569.1,323.0,47.239999999999995
0,0,0,8.5,6.0,2.3,0.0,0,545.9000000000001,206.0,55.650000000000006
0,0,0,11.3,3.0,3.05,3.5,1,539.5,243.0,42.33
0,1,21,8.1,4.0,2.19,1.0,0,552.9,340.0,63.72
0,1,22,7.8,3.0,2.11,1.0,0,487.20000000000005,345.0,46.339999999999996
0,1,32,4.2,4.0,1.13,2.0,0,398.8,270.0,32.33
0,0,0,10.2,5.0,2.75,1.0,0,488.4,323.0,45.08
0,0,0,13.8,3.0,3.73,1.0,0,633.8,296.0,69.08
0,1,40,9.6,3.0,2.59,1.0,0,604.3,295.0,63.8
0,0,0,13.4,4.0,3.62,0.0,0,575.2,266.0,51.769999999999996
0,0,0,9.9,5.0,2.67,2.0,0,655.2,304.0,59.550000000000004
0,0,0,13.2,4.0,3.56,1.0,0,617.0,346.0,65.01
0,0,0,12.6,3.0,3.4,0.0,0,528.8,319.0,47.3
0,1,20,8.7,3.0,2.35,2.0,0,501.19999999999993,352.0,53.71
0,0,0,10.9,3.0,2.94,2.0,0,387.4,317.0,32.400000000000006
0,0,0,10.0,1.0,2.7,2.0,0,693.7,335.0,64.22
0,0,0,7.2,6.0,1.94,3.0,0,451.20000000000005,341.0,45.17
0,1,40,10.2,3.0,2.75,0.0,0,552.9,259.0,49.41
0,0,0,3.25,0.0,0.8899999999999992,2.0,0,456.29999999999995,345.0,37.82
0,0,0,10.7,5.0,2.89,0.0,0,574.4,295.0,59.629999999999995
0,0,0,12.0,2.0,3.24,3.5,1,521.9,260.0,47.43
0,1,19,12.2,3.0,3.29,2.0,0,555.5,279.0,47.65
1,0,0,12.4,4.0,3.35,0.0,0,690.0999999999999,302.0,64.28
0,0,0,7.9,5.0,2.13,2.0,0,587.5,293.0,53.92
0,0,0,8.4,5.0,2.27,2.0,0,512.5,263.0,46.059999999999995
0,1,28,7.8,8.0,2.11,1.0,0,591.5,311.0,52.220000000000006
0,0,0,12.1,4.0,3.27,1.0,0,548.2,323.0,57.47
0,0,0,8.4,9.0,2.27,2.0,0,545.5,342.0,48.58
0,0,0,7.8,10.0,2.11,3.0,0,515.4000000000001,280.0,47.480000000000004
0,0,0,11.8,4.0,3.19,1.0,0,692.0999999999999,299.0,69.36
0,0,0,9.7,2.0,2.62,0.0,0,652.3,269.0,62.339999999999996
1,0,0,6.4,1.0,1.73,0.0,1,482.3,236.0,40.980000000000004
0,0,0,13.1,8.0,3.54,2.0,0,559.3,281.0,51.27
0,0,0,9.2,5.0,2.48,2.0,0,573.1,354.0,59.11
0,0,0,7.2,9.0,1.94,2.0,0,663.6,265.0,63.76
0,0,0,12.3,6.0,3.32,2.0,1,686.2,253.0,64.45
0,0,0,17.25,2.0,4.65,1.0,0,492.5,314.0,45.56
0,0,0,9.2,5.0,2.48,2.0,1,438.79999999999995,276.0,40.64
0,0,0,9.0,1.0,2.43,0.0,1,721.7,217.0,78.55
0,0,0,6.4,8.0,1.73,3.0,0,590.4,212.0,60.23
0,0,0,14.0,7.0,3.78,1.0,0,539.6,276.0,48.730000000000004
1,1,28,10.7,2.0,2.89,3.0,1,701.7,333.0,70.47
0,1,24,12.9,1.0,3.48,1.0,0,439.70000000000005,296.0,35.95
0,0,0,14.2,2.0,3.83,2.0,0,523.2,290.0,45.53
0,0,0,9.5,3.0,2.57,1.0,1,704.3999999999999,355.0,74.91000000000001
0,1,28,6.9,3.0,1.86,1.0,0,693.1,277.0,69.57
0,0,0,13.2,4.0,3.56,3.0,0,620.9000000000001,244.0,50.86
0,0,0,8.2,5.0,2.21,0.0,0,555.2,358.0,50.1
0,0,0,12.2,5.0,3.29,2.0,0,601.9,251.0,56.18000000000001
0,0,0,12.7,4.0,3.43,2.0,0,604.3,306.0,53.63000000000001
0,1,21,11.9,7.0,3.21,1.0,0,551.5,307.0,54.5
0,0,0,6.6,4.0,1.78,1.0,0,578.1,298.0,56.94
0,0,0,9.3,4.0,2.51,2.0,0,627.5,319.0,59.51
0,0,0,16.9,6.0,4.56,0.0,0,677.1999999999999,360.0,63.089999999999996
0,1,29,11.5,2.0,3.11,1.0,0,614.0999999999999,277.0,63.07000000000001
0,0,0,9.0,6.0,2.43,1.0,0,672.3,289.0,65.49
0,1,33,7.7,6.0,2.08,1.0,0,537.8,355.0,49.33
0,0,0,8.0,10.5,2.16,1.0,0,481.6,292.0,51.47
0,0,0,12.1,4.0,3.27,1.0,0,552.0,299.0,46.769999999999996
0,0,0,10.7,8.0,2.89,1.0,0,531.0999999999999,249.0,52.230000000000004
0,0,0,13.5,2.0,3.65,0.0,0,468.5,312.0,41.97
0,0,0,9.3,2.0,2.51,2.0,1,656.3,313.0,72.57
1,0,0,12.0,8.0,3.24,3.0,0,615.3,237.0,65.44
0,1,40,8.5,6.0,2.3,1.0,0,420.6,299.0,39.489999999999995
0,0,0,7.8,3.0,2.11,2.0,0,647.6,211.0,62.06000000000001
0,0,0,10.4,7.0,2.81,1.0,1,594.1,223.0,72.58
0,0,0,12.8,4.0,3.46,1.0,1,660.6,315.0,75.93
0,0,0,15.5,3.0,4.19,1.0,1,562.0999999999999,333.0,48.91
0,1,33,11.1,10.5,3.0,2.0,0,651.2,274.0,62.75000000000001
0,0,0,8.5,5.0,2.3,2.0,0,594.2,262.0,58.4
0,0,0,11.8,4.0,3.19,0.0,0,587.5,378.0,57.36
0,0,0,7.8,2.0,2.11,1.0,0,573.0,312.0,51.940000000000005
0,0,0,8.6,4.0,2.32,0.0,0,558.9,312.0,46.22
0,0,0,7.5,4.0,2.03,2.0,0,618.5,300.0,59.099999999999994
0,0,0,11.4,5.0,3.08,3.0,0,607.7,309.0,62.900000000000006
0,0,0,9.8,1.0,2.65,3.0,0,580.9,327.0,53.63
0,0,0,11.4,2.0,3.08,1.0,0,564.8,286.0,54.169999999999995
0,0,0,8.9,7.0,2.4,3.0,0,632.2,355.0,64.00999999999999
0,1,37,12.0,9.0,3.24,2.0,0,598.7,310.0,55.64
0,0,0,13.9,4.0,3.75,1.0,0,557.0,283.0,53.05
0,1,30,9.3,7.0,2.51,3.0,0,629.3,305.0,58.95
0,0,0,8.8,5.0,2.38,1.0,1,739.3,377.0,72.87
0,0,0,12.8,3.0,3.46,3.5,0,585.3,262.5,58.84
0,0,0,14.3,9.0,3.86,0.0,0,531.5,312.0,50.63999999999999
1,0,0,11.8,8.0,3.19,1.0,1,746.4124999999999,294.0,82.4075
0,0,0,8.4,4.0,2.27,1.0,1,712.1999999999999,226.0,76.4
0,0,0,5.8,5.0,1.57,1.0,0,484.5,334.0,42.59
0,0,0,14.0,2.0,3.78,2.0,0,679.0999999999999,277.0,63.52
0,0,0,10.3,8.0,2.78,1.0,0,561.2,296.0,50.15
0,0,0,8.8,4.0,2.38,0.0,1,738.4000000000001,320.0,72.55
0,0,0,11.2,4.0,3.02,1.0,0,693.5,324.0,64.23
0,1,30,11.5,5.0,3.11,1.0,0,579.0,312.0,57.58
1,0,0,11.4,2.0,3.08,2.0,1,458.29999999999995,351.0,47.61
0,1,38,14.1,8.0,3.81,2.0,0,800.1,326.0,77.38000000000001
0,0,0,9.9,3.0,2.67,3.0,0,518.3000000000001,296.0,56.559999999999995
0,1,40,6.7,2.0,1.81,3.5,0,661.7,325.0,61.65
0,1,24,10.7,6.0,2.89,1.0,0,720.9124999999999,266.0,67.63625
0,1,37,5.9,4.0,1.59,1.0,0,441.09999999999997,320.0,44.92
0,0,0,11.8,3.0,3.19,0.0,0,516.9000000000001,279.0,50.71
0,0,0,8.4,8.0,2.27,2.0,0,683.8,283.0,67.93
1,0,0,12.2,2.0,3.29,0.0,1,676.1999999999999,304.0,78.55
0,1,33,16.0,3.0,4.32,0.0,0,592.5,366.0,49.13999999999999
0,0,0,10.7,2.0,2.89,2.0,0,533.7,290.0,53.050000000000004
1,1,27,6.9,5.0,1.86,1.0,0,680.9000000000001,318.0,61.00999999999999
0,1,35,7.5,10.5,2.03,3.5,0,573.0,361.0,59.77
0,0,0,10.9,7.0,2.94,2.0,0,581.9,305.0,63.72
0,0,0,11.6,2.0,3.13,0.0,1,613.0,290.0,63.24
0,0,0,12.0,5.0,3.24,2.0,0,581.1,332.0,52.11
0,1,27,12.6,6.0,3.4,2.0,0,516.4,280.0,52.28
0,0,0,12.5,1.0,3.38,1.0,0,693.9,277.0,61.91
0,0,0,6.8,3.0,1.84,3.5,0,543.5,334.0,60.260000000000005
0,0,0,9.8,3.0,2.65,2.0,0,641.2,334.0,58.54
0,0,0,10.6,3.0,2.86,0.0,0,643.0,297.0,60.7
0,0,0,12.6,7.0,3.4,2.0,0,549.7,283.0,47.41
0,0,0,10.0,4.0,2.7,1.0,0,593.9,288.0,57.739999999999995
0,0,0,6.0,6.0,1.62,2.0,0,555.5,244.0,54.77
0,0,0,5.9,9.0,1.59,3.0,0,650.9,271.0,60.15
0,0,0,11.4,9.0,3.08,2.0,0,628.5,315.0,54.419999999999995
0,1,33,12.2,4.0,3.29,1.0,0,760.8,255.0,69.75999999999999
0,1,24,10.8,3.0,2.92,3.0,0,767.8,326.0,76.63000000000001
1,1,39,11.3,5.0,3.05,1.0,0,685.6,301.0,58.269999999999996
1,1,21,10.0,4.0,2.7,1.0,0,509.70000000000005,302.0,47.79
0,0,0,10.6,7.0,2.86,3.0,0,418.1,320.0,39.74
0,0,0,11.5,6.0,3.11,3.5,0,572.4000000000001,359.0,62.300000000000004
0,0,0,13.4,4.0,3.62,0.0,1,777.1999999999999,309.0,81.2
0,1,23,12.7,1.0,3.43,1.0,0,702.0,338.0,62.41
0,0,0,9.8,3.0,2.65,1.0,0,631.4000000000001,325.0,63.33
0,0,0,4.9,4.0,1.32,2.0,0,518.4000000000001,256.0,49.28
0,0,0,9.2,5.0,2.48,3.0,0,703.0,275.0,67.52
0,0,0,9.7,9.0,2.62,0.0,0,606.0999999999999,331.0,56.33
0,1,30,12.4,5.0,3.35,1.0,0,542.6,309.0,42.32
0,0,0,6.8,3.0,1.84,1.0,0,666.0999999999999,280.0,63.81
0,0,0,10.0,5.0,2.7,1.0,0,547.6,257.0,58.71999999999999
0,0,0,8.9,5.0,2.4,3.0,0,644.7,249.0,69.35
0,0,0,13.5,7.0,3.65,0.0,0,551.0,308.0,64.35000000000001
0,0,0,16.1,5.0,4.35,2.0,0,572.2,261.5,49.53
0,0,0,13.4,2.0,3.62,3.5,1,692.1,326.0,79.14
0,0,0,9.5,3.0,2.57,0.0,0,635.7,316.0,66.6
1,0,0,13.7,6.0,3.7,2.0,1,569.5,272.0,50.42
0,0,0,12.7,7.0,3.43,2.0,0,688.8125,289.0,59.54625
1,1,26,14.4,3.0,3.89,1.0,1,563.9,300.0,56.88999999999999
1,0,0,10.1,3.0,2.73,3.0,0,550.0999999999999,322.0,48.459999999999994
1,0,0,12.1,2.0,3.27,1.0,1,705.7,350.0,69.38000000000001
0,1,27,10.0,4.0,2.7,3.0,0,554.4,341.0,57.260000000000005
0,1,21,8.6,4.0,2.32,0.0,0,498.0,286.0,55.449999999999996
0,0,0,3.25,2.0,0.8899999999999992,2.0,0,519.5,304.0,46.97
0,1,12,9.0,6.0,2.43,2.0,0,551.0,306.0,58.47
0,0,0,9.5,5.0,2.57,2.0,0,554.3,277.0,49.99
1,0,0,9.2,10.0,2.48,0.0,1,690.5999999999999,306.0,72.04
0,0,0,12.8,6.0,3.46,0.0,0,514.9,382.0,45.510000000000005
0,0,0,5.7,9.0,1.54,0.0,0,622.9000000000001,336.0,58.949999999999996
0,0,0,12.1,8.0,3.27,0.0,0,672.0,253.0,66.25
0,0,0,7.3,3.0,1.97,3.5,1,658.1,299.0,74.22
0,0,0,14.4,6.0,3.89,2.0,0,671.3,268.0,68.9
0,0,0,3.3,3.0,0.89,1.0,0,618.5,294.0,62.06
0,1,28,7.7,3.0,2.08,2.0,0,570.0,234.0,55.74999999999999
0,0,0,13.3,9.0,3.59,0.0,1,554.2,289.0,51.07
1,0,0,12.9,3.0,3.48,0.0,0,326.0,269.0,32.879999999999995
0,0,0,13.2,4.0,3.56,1.0,0,598.0,281.0,61.28
0,0,0,9.8,7.0,2.65,2.0,0,599.2,283.0,61.03
0,1,40,10.0,1.0,2.7,2.0,0,589.3,289.0,56.52
1,1,29,17.0,6.0,4.59,1.0,1,696.2,310.0,70.48
0,0,0,15.2,8.0,4.1,0.0,0,568.9000000000001,309.0,54.53
0,0,0,7.0,7.0,1.89,3.0,0,691.5999999999999,311.0,68.39
0,0,0,9.7,4.0,2.62,2.0,0,611.4,346.0,57.81
1,0,0,11.6,4.0,3.13,1.0,0,636.3,292.0,69.16
0,0,0,7.3,3.0,1.97,3.0,0,574.5,289.0,59.86
0,0,0,10.1,3.0,2.73,0.0,1,697.1999999999999,241.0,72.24
0,0,0,9.8,7.0,2.65,2.0,0,497.90000000000003,304.0,50.88
0,0,0,12.4,4.0,3.35,1.0,0,676.7,277.0,63.41
0,0,0,11.6,5.0,3.13,0.0,0,451.9,309.0,42.32
0,0,0,8.5,5.0,2.3,3.0,1,703.7,303.0,72.78
1,0,0,8.3,3.0,2.24,3.0,0,646.7,279.0,62.11999999999999
0,1,20,7.9,5.0,2.13,1.0,0,481.9,335.0,52.37
0,0,0,12.1,10.5,3.27,1.0,0,396.1,354.0,29.73
0,0,0,11.2,3.0,3.02,2.0,0,503.70000000000005,326.0,45.730000000000004
0,0,0,9.7,7.0,2.62,3.5,0,645.4000000000001,288.0,70.2
0,0,0,13.2,3.0,3.56,0.0,0,540.0,315.0,57.98
0,1,31,11.7,3.0,3.16,0.0,0,351.4,271.0,29.7
0,0,0,14.7,4.0,3.97,0.0,1,708.9,298.0,74.43
0,0,0,10.0,3.0,2.7,1.0,0,635.1,358.0,62.95
0,0,0,11.6,2.0,3.13,0.0,0,617.4,296.0,54.669999999999995
0,1,24,6.0,3.0,1.62,2.0,0,554.3,317.0,56.04
0,1,30,15.4,6.0,4.16,1.0,0,520.8,274.0,50.65
0,1,28,6.1,8.0,1.65,1.0,0,781.3,269.0,77.97
0,1,40,12.1,4.0,3.27,2.0,0,580.1,300.0,56.540000000000006
0,1,38,4.3,6.0,1.16,0.0,0,548.4,345.0,50.53
0,0,0,13.8,2.0,3.73,1.0,0,600.0,334.0,59.74999999999999
0,1,19,10.0,6.0,2.7,1.0,0,617.2,333.0,58.550000000000004
0,0,0,10.3,3.0,2.78,1.0,0,587.2,280.0,54.47
0,1,24,13.0,9.0,3.51,2.0,0,451.90000000000003,271.0,41.059999999999995
0,0,0,9.5,10.5,2.57,2.0,1,677.1,336.0,72.58000000000001
0,0,0,12.0,3.0,3.24,0.0,0,505.8,267.0,49.51
0,0,0,9.9,1.0,2.67,2.0,0,501.09999999999997,345.0,54.870000000000005
1,0,0,11.7,3.0,3.16,0.0,0,579.7,337.0,63.77
0,0,0,6.2,3.0,1.67,2.0,0,599.7,315.5,56.910000000000004
0,0,0,8.7,4.0,2.35,2.0,0,555.1,318.0,48.85
0,0,0,13.9,6.0,3.75,0.0,1,705.5,311.0,71.08
0,0,0,3.25,0.0,0.8899999999999992,2.0,0,664.3,287.0,61.709999999999994
1,1,30,11.1,3.0,3.0,1.0,0,562.2,308.0,53.339999999999996
0,1,27,9.2,5.0,2.48,3.0,0,530.7125000000001,368.5,38.2975
0,0,0,9.9,2.0,2.67,1.0,0,638.8,364.0,60.22
0,0,0,7.5,3.0,2.03,1.0,0,476.4,277.0,50.24
0,0,0,10.3,1.0,2.78,0.0,0,620.6,291.0,58.6
0,0,0,12.4,2.0,3.35,1.0,0,654.4,367.0,66.0
0,1,31,10.7,1.0,2.89,2.0,0,675.8,326.0,66.41
0,0,0,8.0,7.0,2.16,2.0,0,708.4000000000001,304.0,67.36
0,0,0,7.1,7.0,1.92,1.0,0,457.29999999999995,319.0,48.34
0,1,40,10.2,2.0,2.75,2.0,1,459.70000000000005,293.0,41.03
0,0,0,13.4,1.0,3.62,3.0,0,521.9,320.0,55.55000000000001
0,0,0,6.2,1.0,1.67,0.0,1,789.4000000000001,257.0,79.04
0,0,0,8.7,6.0,2.35,1.0,0,471.9,300.0,45.97
0,0,0,7.9,4.0,2.13,0.0,0,640.8,274.0,62.07000000000001
0,1,39,8.1,1.0,2.19,3.0,0,564.1,322.0,49.93000000000001
0,0,0,12.9,2.0,3.48,2.0,0,391.9125000000001,266.0,28.7475
0,1,23,11.3,7.0,3.05,1.0,0,666.4124999999999,285.0,58.77625
0,0,0,12.5,1.0,3.38,2.0,0,359.7125,294.0,39.82625
0,0,0,5.8,7.0,1.57,2.0,0,747.9,243.0,67.38
0,0,0,12.0,3.0,3.24,0.0,0,655.0,373.0,61.27
0,0,0,12.6,9.0,3.4,1.0,0,425.2,357.0,40.29
1,0,0,14.2,4.0,3.83,0.0,1,677.4,268.0,67.21
0,0,0,9.5,4.0,2.57,3.0,0,384.9,268.0,30.32
0,1,19,8.2,2.0,2.21,3.0,0,533.8,338.0,50.9
0,1,23,14.9,3.0,4.02,2.0,0,749.7,301.0,74.97
1,0,0,10.5,6.0,2.84,1.0,0,640.2,303.0,55.24
0,1,40,12.0,2.0,3.24,1.0,0,512.9000000000001,303.0,43.589999999999996
0,0,0,9.1,2.0,2.46,1.0,0,541.7,252.0,49.14
0,1,31,13.2,6.0,3.56,1.0,0,594.2,240.0,56.6
0,0,0,5.9,2.0,1.59,3.5,1,505.4,299.0,49.19
0,1,34,6.1,5.0,1.65,2.0,1,659.0,314.0,69.57000000000001
0,1,24,9.0,10.5,2.43,1.0,0,628.8,280.0,66.14
0,1,30,7.4,7.0,2.0,0.0,0,592.3,361.0,59.76
0,0,0,10.3,3.0,2.78,1.0,0,568.7,325.0,53.91
0,0,0,11.3,4.0,3.05,3.0,0,680.2,274.0,62.32000000000001
0,0,0,9.0,3.0,2.43,2.0,0,656.5,243.0,64.14
0,0,0,11.6,3.0,3.13,3.0,0,609.1999999999999,300.0,59.379999999999995
0,1,17,9.1,2.0,2.46,1.0,0,623.5,321.0,58.79
0,0,0,10.9,3.0,2.94,3.0,1,713.5,259.0,71.74
0,0,0,9.2,3.0,2.48,3.5,1,525.4,315.0,54.080000000000005
0,1,29,9.0,6.0,2.43,3.5,1,599.4,316.0,51.41
0,0,0,10.8,6.0,2.92,1.0,0,503.8,279.0,42.230000000000004
0,0,0,7.2,2.0,1.94,0.0,0,691.0,343.0,71.49
0,1,27,7.7,4.0,2.08,2.0,0,576.7,302.0,51.67
0,1,27,9.1,3.0,2.46,0.0,0,394.9,282.0,37.83
0,0,0,5.5,3.0,1.49,0.0,0,712.1,291.0,68.11
0,0,0,11.1,4.0,3.0,1.0,0,487.4,371.0,39.02
0,0,0,9.3,2.0,2.51,1.0,0,497.1,293.0,42.14999999999999
0,0,0,16.2,2.0,4.37,0.0,0,536.9,397.0,58.239999999999995
0,0,0,10.0,4.0,2.7,2.0,0,505.09999999999997,259.0,49.800000000000004
0,0,0,10.2,8.0,2.75,1.0,0,480.5,265.0,35.54
0,0,0,9.4,3.0,2.54,3.0,0,562.7,305.0,57.42
1,0,0,11.0,2.0,2.97,0.0,1,640.0,251.0,68.09
0,0,0,6.1,3.0,1.65,3.5,0,675.9,294.0,57.82
0,0,0,14.4,2.0,3.89,2.0,0,529.4,317.0,46.83
0,0,0,10.6,8.0,2.86,3.0,0,573.9,274.0,64.12
0,0,0,9.1,4.0,2.46,1.0,0,510.8,326.0,41.47
1,1,28,11.4,5.0,3.08,1.0,0,557.9,274.0,57.230000000000004
0,0,0,13.6,8.0,3.67,2.0,0,690.9000000000001,291.0,67.09
0,0,0,11.8,4.0,3.19,2.0,0,503.6,296.0,55.88
0,1,25,11.6,5.0,3.13,1.0,0,596.1,297.0,54.55
0,0,0,3.5,3.0,0.95,1.0,0,519.3,304.0,48.31
0,0,0,10.8,5.0,2.92,2.0,0,473.9,323.0,49.17
0,1,33,11.0,6.0,2.97,2.0,0,641.4000000000001,293.0,55.510000000000005
0,0,0,12.3,4.0,3.32,3.0,0,530.3,270.0,45.73
0,0,0,10.7,6.0,2.89,1.0,0,547.6,249.0,47.64
0,1,23,7.2,5.0,1.94,2.0,0,727.1,315.0,70.64
0,0,0,17.25,6.0,4.65,1.0,1,645.5,315.0,69.47
0,0,0,11.4,9.0,3.08,1.0,0,398.79999999999995,265.0,33.379999999999995
1,0,0,10.1,4.0,2.73,1.0,0,459.5,310.0,50.25
0,0,0,10.3,3.0,2.78,0.0,1,451.30000000000007,253.0,46.98
0,1,27,13.2,2.0,3.56,3.5,0,626.0999999999999,358.0,55.25
0,0,0,5.7,5.0,1.54,0.0,0,631.4,270.0,66.72
1,0,0,11.2,3.0,3.02,0.0,0,551.1999999999999,313.0,56.86
0,0,0,16.6,4.0,4.48,2.0,0,518.8,265.0,55.62
0,0,0,13.1,5.0,3.54,0.0,1,748.7,208.0,83.73
0,0,0,14.3,9.0,3.86,2.0,0,487.3,338.0,46.58
0,0,0,10.2,10.5,2.75,2.0,0,591.0,336.0,58.1
0,0,0,10.3,4.0,2.78,3.5,1,558.1999999999999,239.0,49.83
1,0,0,6.3,6.0,1.7,3.5,1,506.3,331.0,43.64
0,1,26,12.6,4.0,3.4,1.0,0,685.5,348.0,71.97
0,0,0,10.5,6.0,2.84,1.0,0,440.4,255.0,41.239999999999995
0,0,0,9.9,3.0,2.67,1.0,0,635.7,359.0,59.18
0,0,0,7.5,5.0,2.03,3.0,0,554.0,305.0,47.4
0,0,0,11.6,9.0,3.13,2.0,0,563.9000000000001,369.0,65.56
0,1,33,10.4,10.5,2.81,3.0,0,562.1,286.0,56.260000000000005
0,0,0,10.3,5.0,2.78,2.0,0,495.0,298.0,43.489999999999995
0,0,0,14.3,3.0,3.86,1.0,0,654.4000000000001,285.0,64.02000000000001
0,1,35,10.5,3.0,2.84,2.0,0,504.09999999999997,247.0,52.21
0,0,0,14.2,2.0,3.83,2.0,1,786.8,291.0,77.24
0,1,40,10.8,7.0,2.92,0.0,0,491.1,291.0,48.99
0,0,0,14.0,8.0,3.78,0.0,0,454.70000000000005,306.0,39.33
0,1,20,9.4,2.0,2.54,0.0,0,665.5,337.0,65.03
0,0,0,10.0,6.0,2.7,1.0,0,469.6,283.0,36.92
0,0,0,11.5,4.0,3.11,1.0,0,528.6,243.0,54.01
0,0,0,10.1,4.0,2.73,1.0,0,660.8000000000001,314.0,64.47999999999999
1,1,32,12.2,4.0,3.29,0.0,0,613.5,285.0,57.61
0,0,0,8.0,2.0,2.16,0.0,0,567.6,294.0,59.39999999999999
0,0,0,10.0,5.0,2.7,2.0,0,536.1,330.0,49.92999999999999
0,0,0,8.2,3.0,2.21,2.0,0,508.20000000000005,304.0,47.730000000000004
0,0,0,4.6,4.0,1.24,1.0,0,542.8,315.0,47.28
0,1,21,8.7,3.0,2.35,2.0,0,611.7,251.5,53.79
0,0,0,8.1,2.0,2.19,1.0,0,610.9,332.0,56.56999999999999
0,0,0,5.6,2.0,1.51,1.0,0,652.7,311.0,64.77000000000001
0,1,28,7.4,3.0,2.0,1.0,0,708.6999999999999,354.0,80.3
0,0,0,11.5,3.0,3.11,0.0,0,311.4,377.0,23.97
0,0,0,11.8,6.0,3.19,2.0,0,649.5999999999999,258.0,60.33
0,1,19,13.1,3.0,3.54,3.5,0,667.8,279.0,66.00999999999999
0,1,24,12.1,6.0,3.27,0.0,0,523.3,288.0,43.129999999999995
0,0,0,9.7,3.0,2.62,3.0,0,684.0999999999999,304.0,67.07
0,0,0,12.5,2.0,3.38,0.0,0,592.7,347.0,61.709999999999994
1,0,0,13.6,3.0,3.67,0.0,1,725.0999999999999,303.0,62.17
0,0,0,9.1,9.0,2.46,2.0,0,493.9,292.0,43.379999999999995
0,0,0,11.3,2.0,3.05,2.0,0,614.5,289.0,62.81
0,0,0,9.2,2.0,2.48,2.0,0,424.40000000000003,298.0,42.800000000000004
0,0,0,6.9,5.0,1.86,2.0,0,518.8,243.0,48.379999999999995
0,0,0,12.3,10.0,3.32,0.0,1,769.2,308.0,80.67
0,1,32,6.6,2.0,1.78,3.0,0,672.5,240.0,66.86
0,0,0,10.4,6.0,2.81,3.0,0,699.2,289.0,67.94
0,0,0,6.5,3.0,1.76,2.0,0,561.1,277.0,54.86
0,1,19,9.6,6.0,2.59,0.0,0,605.4,324.0,57.21
0,0,0,9.8,5.0,2.65,1.0,0,492.59999999999997,366.0,58.83
1,0,0,11.4,2.0,3.08,2.0,1,533.9,325.0,45.24
0,0,0,9.8,10.5,2.65,1.0,0,686.0,264.0,66.54
0,0,0,8.7,4.0,2.35,1.0,1,713.2,289.0,74.51
0,0,0,8.4,2.0,2.27,1.0,0,584.2,257.0,56.61
0,1,40,11.1,4.0,3.0,2.0,0,478.40000000000003,341.0,52.949999999999996
0,1,36,10.9,2.0,2.94,1.0,0,540.3,316.0,42.3
0,0,0,8.4,6.0,2.27,1.0,1,653.9,337.0,72.81000000000002
0,0,0,11.6,1.0,3.13,0.0,0,511.0,294.0,58.879999999999995
0,0,0,12.2,5.0,3.29,0.0,0,566.4,307.0,47.55
0,1,34,11.8,7.0,3.19,1.0,0,464.6,265.0,43.94
0,1,27,7.2,6.0,1.94,0.0,0,616.3,303.0,60.17
0,0,0,14.7,2.0,3.97,3.0,0,619.5,341.0,54.67
1,0,0,6.4,4.0,1.73,0.0,0,440.90000000000003,305.0,46.46
0,0,0,9.1,4.0,2.46,1.0,0,579.9,267.0,64.5
0,1,32,16.6,3.0,4.48,0.0,0,451.0,335.0,38.33
0,0,0,5.6,5.0,1.51,2.0,0,467.6,295.0,40.68
